reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
259,198,1299,"[0, 0]",5983,5.0,7805,1389312000,2014-01-10
1032,198,619,"[0, 0]",3765,5.0,3352,1376956800,2013-08-20
1219,198,620,"[0, 1]",5302,5.0,2739,1399852800,2014-05-12
1354,198,1308,"[0, 0]",7175,5.0,3472,1397952000,2014-04-20
370,198,668,"[0, 0]",940,5.0,2646,1373414400,2013-07-10
345,198,669,"[1, 1]",6970,4.0,5767,1365206400,2013-04-06
1163,198,680,"[0, 0]",683,4.0,2735,1389312000,2014-01-10
1107,198,685,"[0, 0]",7638,5.0,2618,1397088000,2014-04-10
496,198,687,"[0, 0]",266,5.0,1246,1393027200,2014-02-22
1264,198,696,"[0, 0]",9687,5.0,2034,1404691200,2014-07-07
44,198,1319,"[0, 0]",9777,5.0,8713,1393372800,2014-02-26
488,198,748,"[0, 0]",303,4.0,4403,1353110400,2012-11-17
1099,198,753,"[0, 0]",4447,5.0,5635,1399507200,2014-05-08
1031,198,767,"[0, 0]",702,5.0,1024,1355702400,2012-12-17
915,198,783,"[0, 0]",2376,3.0,5271,1373846400,2013-07-15
1120,198,778,"[0, 1]",4442,5.0,2639,1312761600,2011-08-08
614,198,1324,"[0, 0]",1901,4.0,2654,1318896000,2011-10-18
1303,198,715,"[0, 0]",6947,1.0,1033,1404691200,2014-07-07
807,198,795,"[0, 0]",929,5.0,1815,1359158400,2013-01-26
650,198,825,"[0, 0]",3742,5.0,3405,1387411200,2013-12-19
1094,198,833,"[0, 0]",294,5.0,4793,1395014400,2014-03-17
1384,198,845,"[0, 0]",5159,5.0,934,1366502400,2013-04-21
137,198,962,"[0, 0]",5731,5.0,7103,1398988800,2014-05-02
73,198,969,"[0, 0]",2500,5.0,3132,1351209600,2012-10-26
454,198,966,"[0, 0]",1629,5.0,3693,1353456000,2012-11-21
93,198,911,"[0, 0]",2779,5.0,1921,1317945600,2011-10-07
1167,198,993,"[0, 0]",7426,5.0,2954,1359763200,2013-02-02
806,198,1001,"[1, 1]",2838,5.0,2105,1343606400,2012-07-30
179,198,1359,"[0, 0]",2788,5.0,8181,1393459200,2014-02-27
310,198,1043,"[0, 0]",3359,5.0,5114,1363478400,2013-03-17
643,198,1049,"[8, 10]",5973,5.0,2953,1275134400,2010-03-14
1064,198,1362,"[0, 0]",8867,5.0,4584,1323820800,2011-12-14
610,198,1077,"[0, 1]",697,2.0,4433,1398124800,2014-04-22
1263,198,1091,"[1, 1]",3786,5.0,1252,1334534400,2012-04-16
938,198,1093,"[0, 0]",701,4.0,2619,1369872000,2013-05-30
171,198,1371,"[0, 0]",9865,5.0,8173,1304985600,2011-05-10
1295,198,1080,"[0, 0]",2708,3.0,6417,1367539200,2013-05-03
1241,198,1387,"[0, 1]",9972,5.0,8747,1352505600,2012-11-10
1279,198,1156,"[0, 0]",4145,5.0,3725,1386028800,2013-12-03
83,198,1391,"[0, 0]",3219,5.0,7193,1392854400,2014-02-20
828,198,1392,"[0, 0]",2920,5.0,1255,1290988800,2010-11-29
1265,198,1393,"[0, 0]",7155,5.0,2995,1383004800,2013-10-29
388,199,28,"[0, 0]",7396,4.0,5246,1348358400,2012-09-23
1035,199,80,"[0, 0]",3869,5.0,6641,1359676800,2013-02-01
284,199,125,"[0, 0]",8863,4.0,2316,1290816000,2010-11-27
932,199,183,"[1, 1]",1905,4.0,2639,1368576000,2013-05-15
122,199,208,"[0, 0]",7104,5.0,6987,1388534400,2014-01-01
225,199,295,"[0, 0]",55,5.0,7127,1325030400,2011-12-28
983,199,444,"[0, 0]",1515,4.0,8734,1391299200,2014-02-02
11,199,435,"[0, 0]",1019,5.0,3477,1330992000,2012-03-06
108,199,457,"[0, 0]",6521,5.0,6753,1398211200,2014-04-23
787,199,893,"[0, 0]",3261,5.0,6796,1378166400,2013-09-03
1096,199,920,"[0, 0]",1799,5.0,8451,1391731200,2014-02-07
1273,199,912,"[0, 1]",2775,5.0,831,1329436800,2012-02-17
750,200,297,"[1, 1]",999,5.0,7813,1317340800,2011-09-30
827,200,351,"[1, 1]",8515,4.0,7310,1324684800,2011-12-24
362,200,423,"[0, 0]",9069,5.0,6245,1361145600,2013-02-18
308,200,1326,"[0, 0]",10216,4.0,8574,1390089600,2014-01-19
330,200,785,"[0, 0]",5115,4.0,2556,1367366400,2013-05-01
870,200,857,"[0, 1]",7786,2.0,5477,1376006400,2013-08-09
1211,200,1052,"[101, 105]",10254,5.0,6615,1342656000,2012-07-19
1268,200,1004,"[0, 0]",5416,4.0,4167,1389484800,2014-01-12
815,201,39,"[0, 0]",5892,4.0,1237,1361750400,2013-02-25
1095,201,39,"[0, 0]",6332,4.0,4936,1386892800,2013-12-13
745,201,127,"[10, 10]",4273,2.0,7829,1331510400,2012-03-12
913,201,1282,"[0, 1]",7446,5.0,8273,1388793600,2014-01-04
308,201,1326,"[0, 0]",9964,5.0,8520,1389139200,2014-01-08
1209,201,976,"[0, 0]",7483,5.0,3466,1364774400,2013-04-01
171,201,1371,"[3, 3]",9814,5.0,8174,1304985600,2011-05-10
1279,201,1156,"[0, 0]",8644,5.0,6616,1402531200,2014-06-12
1118,202,356,"[0, 0]",9076,5.0,3921,1325030400,2011-12-28
1097,202,360,"[0, 0]",4164,5.0,7765,1351987200,2012-11-04
1253,202,630,"[1, 1]",1795,5.0,8148,1326672000,2012-01-16
1076,202,942,"[0, 0]",1533,4.0,4479,1402963200,2014-06-17
1011,202,1375,"[0, 0]",6857,5.0,4634,1347494400,2012-09-13
1130,202,1136,"[14, 14]",2407,4.0,2433,1340150400,2012-06-20
633,203,27,"[0, 0]",4406,5.0,2930,1306108800,2011-05-23
1142,203,385,"[3, 4]",796,4.0,1481,1317254400,2011-09-29
1092,203,1260,"[0, 0]",178,5.0,2212,1356739200,2012-12-29
287,203,1267,"[8, 10]",7152,5.0,8181,1275134400,2010-03-17
102,203,1287,"[0, 0]",4161,5.0,452,1329868800,2012-02-22
640,203,725,"[0, 1]",524,5.0,6422,1335744000,2012-04-30
128,203,829,"[22, 24]",1007,4.0,942,1275134400,2010-05-18
1076,203,942,"[0, 0]",10204,5.0,7890,1399680000,2014-05-10
231,203,1086,"[0, 0]",6481,5.0,4908,1387152000,2013-12-16
1381,203,1173,"[3, 4]",6868,5.0,507,1319587200,2011-10-26
177,204,48,"[0, 0]",4814,5.0,4822,1316995200,2011-09-26
284,204,125,"[0, 2]",3941,2.0,5725,1369872000,2013-05-30
525,204,599,"[0, 0]",354,5.0,6678,1393200000,2014-02-24
1264,204,696,"[0, 0]",486,5.0,2034,1404691200,2014-07-07
905,204,818,"[0, 0]",6576,5.0,3430,1390867200,2014-01-28
17,204,854,"[0, 0]",6017,5.0,8694,1382486400,2013-10-23
271,204,1354,"[1, 2]",10147,4.0,8515,1357257600,2013-01-04
484,204,1378,"[0, 0]",7519,5.0,3479,1329782400,2012-02-21
380,205,1238,"[0, 0]",4947,2.0,4000,1404345600,2014-07-03
193,205,248,"[1, 3]",3016,3.0,1316,1312070400,2011-07-31
906,205,262,"[2, 2]",9171,5.0,5983,1387584000,2013-12-21
904,205,1277,"[0, 1]",3930,1.0,4302,1395705600,2014-03-25
170,205,755,"[0, 0]",3703,5.0,7112,1392854400,2014-02-20
1169,206,177,"[1, 1]",3674,5.0,7377,1397001600,2014-04-09
204,206,271,"[0, 0]",1777,5.0,2996,1404000000,2014-06-29
1040,206,298,"[0, 0]",2553,5.0,3254,1397001600,2014-04-09
250,206,406,"[0, 0]",180,5.0,4514,1366329600,2013-04-19
34,206,1289,"[1, 2]",7320,4.0,1186,1352419200,2012-11-09
370,206,668,"[0, 0]",4002,5.0,7908,1367625600,2013-05-04
943,206,1322,"[0, 0]",3678,5.0,644,1404777600,2014-07-08
1406,206,843,"[5, 5]",5045,4.0,6330,1357948800,2013-01-12
120,206,1007,"[0, 0]",7368,5.0,5909,1385337600,2013-11-25
1095,207,39,"[1, 1]",5284,4.0,4145,1377129600,2013-08-22
129,207,53,"[2, 2]",7197,4.0,3030,1384646400,2013-11-17
461,207,115,"[1, 1]",9622,5.0,7997,1356048000,2012-12-21
288,207,97,"[1, 1]",1582,5.0,1703,1378598400,2013-09-08
550,207,1226,"[0, 0]",718,5.0,6339,1393545600,2014-02-28
858,207,1230,"[1, 1]",7226,5.0,1768,1368576000,2013-05-15
1221,207,225,"[1, 1]",4749,5.0,6206,1349654400,2012-10-08
1337,207,335,"[1, 1]",7206,5.0,1603,1386028800,2013-12-03
1018,207,1266,"[2, 3]",9567,3.0,7884,1322006400,2011-11-23
287,207,1267,"[0, 0]",4001,5.0,2880,1387152000,2013-12-16
713,207,1272,"[0, 0]",7225,4.0,2210,1387152000,2013-12-16
1230,207,1302,"[1, 1]",1199,5.0,3169,1343779200,2012-08-01
295,207,1310,"[1, 1]",3234,5.0,5516,1376784000,2013-08-18
609,207,686,"[1, 1]",6416,5.0,6088,1382572800,2013-10-24
800,207,932,"[0, 0]",6079,4.0,2128,1390780800,2014-01-27
1217,207,988,"[0, 0]",5474,4.0,6838,1403568000,2014-06-24
1068,207,1367,"[1, 1]",4705,5.0,2202,1371513600,2013-06-18
314,207,1118,"[1, 1]",7507,5.0,6817,1375920000,2013-08-08
1095,208,39,"[0, 0]",9135,3.0,4274,1369872000,2013-05-30
1348,208,79,"[0, 0]",1499,5.0,6799,1374451200,2013-07-22
527,208,88,"[0, 0]",1852,2.0,7830,1365638400,2013-04-11
333,208,1211,"[0, 0]",3958,4.0,221,1368489600,2013-05-14
1071,208,1216,"[0, 0]",3134,4.0,7270,1398211200,2014-04-23
408,208,151,"[0, 0]",3387,5.0,4951,1355961600,2012-12-20
804,208,176,"[0, 0]",8638,5.0,6101,1353715200,2012-11-24
1186,208,204,"[0, 0]",1982,5.0,3343,1388880000,2014-01-05
47,208,228,"[0, 0]",5668,4.0,631,1396656000,2014-04-05
1400,208,232,"[0, 0]",565,3.0,4737,1393459200,2014-02-27
20,208,272,"[0, 0]",4897,5.0,1753,1388793600,2014-01-04
36,208,300,"[0, 0]",2475,3.0,5380,1392076800,2014-02-11
65,208,308,"[0, 0]",547,5.0,8478,1392854400,2014-02-20
180,208,316,"[0, 0]",5727,5.0,4049,1323734400,2011-12-13
1293,208,365,"[0, 0]",2876,5.0,1863,1360886400,2013-02-15
145,208,1263,"[0, 0]",10174,5.0,34,1386547200,2013-12-09
833,208,446,"[0, 0]",9420,5.0,5860,1301270400,2011-03-28
373,208,1271,"[0, 0]",2590,2.0,1408,1379289600,2013-09-16
1352,208,449,"[0, 0]",1208,5.0,1445,1378598400,2013-09-08
163,208,517,"[0, 0]",4198,5.0,7585,1310947200,2011-07-18
305,208,1278,"[0, 0]",9670,5.0,8389,1370563200,2013-06-07
990,208,1279,"[0, 0]",9773,4.0,8376,1379548800,2013-09-19
685,208,500,"[0, 0]",2086,4.0,1886,1307664000,2011-06-10
976,208,1293,"[0, 0]",555,4.0,4728,1392076800,2014-02-11
791,208,487,"[0, 0]",5515,3.0,2000,1385510400,2013-11-27
1197,208,617,"[0, 0]",9537,4.0,4480,1391472000,2014-02-04
1060,208,1298,"[0, 0]",8043,5.0,1907,1294790400,2011-01-12
302,208,626,"[1, 2]",430,1.0,7351,1390348800,2014-01-22
863,208,1311,"[1, 1]",2495,5.0,3597,1387756800,2013-12-23
345,208,669,"[0, 0]",6213,4.0,7626,1365206400,2013-04-06
592,208,689,"[0, 0]",4992,4.0,220,1330128000,2012-02-25
580,208,721,"[0, 0]",8639,5.0,3461,1298937600,2011-03-01
671,208,741,"[0, 0]",8624,3.0,2635,1361145600,2013-02-18
1196,208,763,"[0, 0]",5264,5.0,6407,1358121600,2013-01-14
1149,208,777,"[0, 0]",5337,5.0,5695,1332201600,2012-03-20
1281,208,710,"[0, 0]",6544,4.0,2473,1334620800,2012-04-17
1098,208,798,"[0, 0]",7098,4.0,3543,1377648000,2013-08-28
173,208,805,"[0, 0]",1219,5.0,3059,1404864000,2014-07-09
285,208,1339,"[1, 1]",1220,2.0,6002,1384300800,2013-11-13
1416,208,1340,"[0, 0]",10090,5.0,8565,1275134400,2010-04-06
930,208,872,"[0, 0]",2396,3.0,6962,1404172800,2014-07-01
876,208,914,"[0, 0]",7144,5.0,3465,1369180800,2013-05-22
1380,208,1046,"[0, 0]",7830,5.0,5696,1380931200,2013-10-05
104,208,1062,"[0, 0]",8208,5.0,2753,1291680000,2010-12-07
610,208,1077,"[0, 0]",7783,5.0,858,1368576000,2013-05-15
89,208,1107,"[0, 0]",5596,5.0,6954,1393027200,2014-02-22
472,208,1121,"[0, 0]",5145,3.0,3662,1328918400,2012-02-11
231,208,1086,"[0, 0]",9442,5.0,904,1386201600,2013-12-05
322,208,1138,"[0, 0]",6978,4.0,2637,1361232000,2013-02-19
1363,209,92,"[0, 0]",1857,5.0,1703,1343001600,2012-07-23
779,209,268,"[1, 2]",6600,4.0,6292,1388966400,2014-01-06
1004,209,368,"[0, 0]",1468,5.0,5619,1403827200,2014-06-27
424,209,692,"[1, 1]",7709,5.0,1218,1364083200,2013-03-24
1046,209,822,"[0, 0]",646,5.0,3542,1390435200,2014-01-23
969,209,1012,"[0, 0]",8520,5.0,4896,1392940800,2014-02-21
390,209,1103,"[0, 0]",7893,5.0,8422,1395878400,2014-03-27
762,209,1083,"[0, 0]",8242,5.0,7807,1397088000,2014-04-10
280,210,7,"[1, 4]",2964,4.0,8617,1322438400,2011-11-28
369,210,299,"[8, 8]",5961,5.0,1837,1275134400,2009-05-21
1004,210,368,"[0, 0]",242,5.0,3402,1384905600,2013-11-20
1282,210,1258,"[0, 0]",5147,5.0,4911,1364342400,2013-03-27
711,210,420,"[0, 0]",9984,5.0,7925,1399593600,2014-05-09
728,210,427,"[0, 0]",4496,4.0,5281,1384905600,2013-11-20
169,210,458,"[0, 0]",1107,5.0,1184,1299801600,2011-03-11
212,210,598,"[0, 0]",5615,5.0,2914,1363305600,2013-03-15
233,210,1316,"[0, 0]",5971,5.0,5925,1358812800,2013-01-22
592,210,689,"[6, 6]",5477,5.0,3239,1330041600,2012-02-24
1094,210,833,"[0, 0]",1588,5.0,2909,1330905600,2012-03-05
247,210,1045,"[0, 0]",4467,5.0,1578,1366156800,2013-04-17
393,210,1099,"[0, 0]",1040,5.0,2597,1367884800,2013-05-07
122,211,208,"[0, 0]",8424,5.0,1230,1392854400,2014-02-20
56,211,288,"[1, 2]",3770,1.0,2224,1384300800,2013-11-13
1132,211,1269,"[0, 0]",9618,5.0,1229,1358812800,2013-01-22
423,211,467,"[0, 0]",1197,5.0,2225,1366502400,2013-04-21
766,211,525,"[0, 0]",4349,4.0,4164,1394409600,2014-03-10
387,211,553,"[1, 1]",1671,5.0,5343,1366761600,2013-04-24
440,211,614,"[0, 0]",5888,4.0,2528,1366848000,2013-04-25
698,211,637,"[0, 0]",937,5.0,2223,1399334400,2014-05-06
131,211,756,"[0, 0]",9835,5.0,8824,1361750400,2013-02-25
1309,211,1054,"[0, 3]",2175,4.0,5178,1371945600,2013-06-23
53,211,1072,"[0, 0]",6312,5.0,2225,1384300800,2013-11-13
484,211,1378,"[3, 5]",1792,1.0,1389,1330905600,2012-03-05
796,211,1117,"[0, 0]",6622,4.0,4772,1377907200,2013-08-31
404,211,1157,"[3, 3]",4479,4.0,1403,1296864000,2011-02-05
251,212,46,"[2, 2]",8470,4.0,6284,1291334400,2010-12-03
432,212,146,"[8, 9]",2458,4.0,2284,1275134400,2010-03-22
166,212,164,"[0, 0]",6894,4.0,7677,1331424000,2012-03-11
373,212,1271,"[0, 0]",1359,4.0,1558,1379289600,2013-09-16
423,212,467,"[0, 1]",6150,1.0,5513,1347926400,2012-09-18
638,212,541,"[0, 0]",6911,3.0,5324,1359504000,2013-01-30
477,212,490,"[0, 0]",231,2.0,7365,1367798400,2013-05-06
463,212,651,"[0, 0]",7822,4.0,2630,1358294400,2013-01-16
640,212,725,"[0, 0]",5071,4.0,7615,1365465600,2013-04-09
767,212,821,"[0, 0]",8931,4.0,4926,1384041600,2013-11-10
817,212,837,"[2, 3]",3851,4.0,511,1347148800,2012-09-09
824,212,1010,"[0, 0]",6987,2.0,5201,1362268800,2013-03-03
879,212,1125,"[0, 0]",4192,4.0,7574,1401235200,2014-05-28
1083,212,1133,"[3, 5]",3619,1.0,2089,1284336000,2010-09-13
1367,213,23,"[0, 0]",549,5.0,557,1362528000,2013-03-06
280,213,7,"[3, 5]",2673,5.0,4030,1332720000,2012-03-26
37,213,1201,"[0, 0]",10117,5.0,8550,1380931200,2013-10-05
1251,213,120,"[0, 0]",3141,5.0,5091,1369180800,2013-05-22
1198,213,174,"[0, 0]",918,4.0,5951,1396224000,2014-03-31
709,213,211,"[1, 1]",9900,5.0,7896,1357430400,2013-01-06
575,213,301,"[7, 9]",991,4.0,623,1316908800,2011-09-25
90,213,359,"[0, 0]",553,5.0,5650,1391472000,2014-02-04
1371,213,394,"[0, 0]",5861,5.0,3523,1388188800,2013-12-28
88,213,470,"[0, 0]",2123,5.0,3542,1382486400,2013-10-23
133,213,508,"[0, 0]",9382,5.0,7671,1390694400,2014-01-26
926,213,1295,"[0, 0]",5370,5.0,5050,1399420800,2014-05-07
186,213,606,"[1, 1]",1234,4.0,674,1313020800,2011-08-11
246,213,609,"[1, 1]",7895,5.0,3374,1357171200,2013-01-03
778,213,1303,"[0, 0]",2963,5.0,2277,1372204800,2013-06-26
1253,213,630,"[1, 10]",3452,2.0,8752,1350259200,2012-10-15
1330,213,1317,"[0, 1]",10243,5.0,673,1303516800,2011-04-23
337,213,832,"[19, 21]",1699,5.0,5462,1312070400,2011-07-31
874,213,956,"[1, 1]",4218,5.0,7379,1305417600,2011-05-15
542,213,967,"[1, 1]",7917,5.0,4688,1311897600,2011-07-29
304,213,968,"[1, 1]",8026,5.0,1030,1355875200,2012-12-19
1270,213,910,"[0, 0]",3465,5.0,264,1394668800,2014-03-13
1319,213,1031,"[3, 3]",7998,5.0,260,1340409600,2012-06-23
564,213,1002,"[1, 1]",7878,5.0,2866,1357948800,2013-01-12
112,214,1197,"[0, 0]",4269,5.0,8592,1316563200,2011-09-21
380,214,1238,"[0, 0]",9344,5.0,5133,1402444800,2014-06-11
805,214,1247,"[0, 0]",6153,5.0,4378,1304467200,2011-05-04
31,214,580,"[2, 2]",4888,3.0,3862,1343692800,2012-07-31
1230,214,1302,"[0, 0]",501,5.0,2744,1384473600,2013-11-15
1302,214,996,"[1, 1]",10086,5.0,8619,1362182400,2013-03-02
1194,214,1069,"[1, 1]",996,5.0,2119,1358035200,2013-01-13
1165,215,39,"[2, 2]",5299,5.0,2567,1326844800,2012-01-18
1143,215,138,"[2, 2]",7378,5.0,3387,1302220800,2011-04-08
380,215,1238,"[0, 0]",2837,5.0,5132,1402358400,2014-06-10
225,215,295,"[0, 0]",966,5.0,2023,1391904000,2014-02-09
65,215,308,"[0, 0]",1881,5.0,8080,1397260800,2014-04-12
805,215,1247,"[1, 1]",7509,5.0,1678,1304467200,2011-05-04
315,215,415,"[0, 0]",10032,5.0,8064,1358812800,2013-01-22
708,215,537,"[1, 2]",6219,1.0,5763,1363564800,2013-03-18
27,215,594,"[0, 0]",6034,5.0,2914,1395878400,2014-03-27
1234,215,604,"[0, 0]",7221,5.0,5560,1340064000,2012-06-19
1350,215,1296,"[0, 0]",9528,4.0,7885,1347840000,2012-09-17
908,215,641,"[0, 0]",7534,4.0,8339,1372032000,2013-06-24
677,215,679,"[0, 0]",6065,5.0,4886,1360713600,2013-02-13
1195,215,695,"[0, 0]",2483,5.0,7553,1398729600,2014-04-29
115,215,703,"[2, 2]",9174,5.0,8613,1311033600,2011-07-19
1423,215,743,"[0, 0]",9183,5.0,7740,1383609600,2013-11-05
1125,215,770,"[0, 0]",5928,4.0,5365,1368403200,2013-05-13
871,215,800,"[0, 0]",6184,4.0,7507,1383436800,2013-11-03
449,215,811,"[0, 0]",7379,5.0,1956,1388448000,2013-12-31
1010,215,1338,"[0, 0]",6338,5.0,941,1378252800,2013-09-04
758,215,941,"[0, 0]",7482,5.0,6856,1390435200,2014-01-23
806,215,1001,"[0, 0]",979,5.0,2220,1343606400,2012-07-30
1302,215,996,"[0, 0]",6377,5.0,8021,1362182400,2013-03-02
32,215,1068,"[0, 0]",2183,1.0,6620,1389398400,2014-01-11
1205,215,1144,"[0, 0]",604,5.0,4732,1390521600,2014-01-24
112,216,1197,"[2, 2]",4121,5.0,8799,1316563200,2011-09-21
514,216,199,"[0, 0]",650,4.0,1417,1350259200,2012-10-15
380,216,1238,"[0, 0]",6160,5.0,6316,1402444800,2014-06-11
805,216,1247,"[5, 7]",4194,2.0,3940,1304467200,2011-05-04
1000,216,495,"[3, 4]",1559,5.0,6819,1293580800,2010-12-29
31,216,580,"[0, 0]",4750,5.0,6789,1343692800,2012-07-31
1230,216,1302,"[1, 1]",6112,4.0,4714,1384214400,2013-11-12
1240,216,701,"[0, 0]",228,5.0,5455,1360368000,2013-02-09
768,216,823,"[0, 0]",2111,5.0,1187,1387497600,2013-12-20
629,216,855,"[1, 2]",7465,4.0,6849,1366675200,2013-04-23
589,216,957,"[0, 0]",8934,5.0,225,1384905600,2013-11-20
1214,216,1011,"[0, 0]",1283,5.0,521,1357862400,2013-01-11
1363,217,92,"[3, 3]",4114,5.0,4523,1343001600,2012-07-23
380,217,1238,"[0, 0]",8506,1.0,3909,1399680000,2014-05-10
556,217,382,"[1, 1]",3522,5.0,2022,1336953600,2012-05-14
153,217,547,"[0, 0]",4358,2.0,5082,1404432000,2014-07-04
1351,217,657,"[0, 0]",1189,5.0,2187,1378080000,2013-09-02
1210,217,734,"[2, 2]",169,5.0,6410,1359417600,2013-01-29
965,217,792,"[0, 0]",5144,5.0,2742,1396656000,2014-04-05
992,217,801,"[0, 0]",2576,5.0,1099,1377388800,2013-08-25
1428,217,934,"[0, 1]",529,1.0,7405,1339718400,2012-06-15
924,217,1134,"[0, 0]",1036,5.0,4363,1353715200,2012-11-24
742,217,1141,"[1, 1]",3691,5.0,1972,1366243200,2013-04-18
65,218,308,"[0, 0]",3328,5.0,5588,1395446400,2014-03-22
805,218,1247,"[0, 0]",9065,5.0,5653,1304467200,2011-05-04
677,218,679,"[0, 0]",6546,5.0,3542,1355097600,2012-12-10
1195,218,695,"[0, 0]",968,5.0,2908,1398729600,2014-04-29
806,218,1001,"[0, 0]",5977,5.0,2728,1343606400,2012-07-30
32,218,1068,"[0, 0]",9468,4.0,109,1396310400,2014-04-01
1205,218,1144,"[0, 0]",5933,5.0,7472,1390694400,2014-01-26
1372,219,78,"[2, 2]",8183,4.0,3062,1275134400,2010-02-04
429,219,1209,"[0, 0]",9780,5.0,8809,1401235200,2014-05-28
1192,219,110,"[0, 0]",1418,5.0,5068,1395187200,2014-03-19
1272,219,1244,"[2, 2]",5419,5.0,1957,1364169600,2013-03-25
1009,219,589,"[1, 1]",10168,5.0,8741,1373155200,2013-07-07
181,219,799,"[0, 0]",7685,5.0,1836,1400284800,2014-05-17
1409,220,63,"[1, 1]",586,2.0,8612,1369094400,2013-05-21
444,220,477,"[0, 0]",66,3.0,6962,1404172800,2014-07-01
1195,220,695,"[0, 0]",8765,5.0,2908,1398729600,2014-04-29
788,220,780,"[0, 0]",3424,5.0,1226,1399766400,2014-05-11
758,220,941,"[0, 0]",7533,5.0,8464,1390435200,2014-01-23
1214,220,1011,"[1, 1]",7505,5.0,1206,1357344000,2013-01-05
1283,220,1074,"[0, 0]",5936,5.0,7546,1396569600,2014-04-04
1205,220,1144,"[0, 0]",9217,5.0,7440,1390521600,2014-01-24
1165,221,39,"[0, 0]",7312,5.0,7541,1326844800,2012-01-18
154,221,1200,"[0, 0]",5813,1.0,4026,1387324800,2013-12-18
1363,221,92,"[0, 0]",7313,5.0,5556,1343260800,2012-07-26
278,221,333,"[0, 0]",3350,5.0,2502,1396915200,2014-04-08
677,221,679,"[0, 0]",7191,5.0,6779,1360713600,2013-02-13
115,221,703,"[0, 0]",9607,5.0,8246,1311033600,2011-07-19
1029,221,1329,"[0, 0]",9146,4.0,2579,1359244800,2013-01-27
806,221,1001,"[0, 0]",2656,5.0,4528,1344211200,2012-08-06
779,222,268,"[0, 0]",4764,2.0,7490,1390262400,2014-01-21
710,222,327,"[1, 2]",425,3.0,1305,1377907200,2013-08-31
1293,222,365,"[0, 0]",4995,5.0,166,1360886400,2013-02-15
556,222,382,"[0, 0]",6094,5.0,5138,1336953600,2012-05-14
62,222,455,"[0, 1]",8930,5.0,5454,1394064000,2014-03-06
1210,222,734,"[0, 0]",8251,5.0,7882,1364688000,2013-03-31
459,222,747,"[0, 0]",6921,5.0,5673,1344124800,2012-08-05
965,222,792,"[0, 0]",3084,5.0,4420,1396656000,2014-04-05
48,222,851,"[0, 0]",944,5.0,8171,1385510400,2013-11-27
1428,222,934,"[0, 1]",4227,3.0,4626,1360540800,2013-02-11
806,222,1001,"[0, 0]",6327,5.0,3707,1340928000,2012-06-29
32,222,1068,"[1, 2]",8897,1.0,6621,1389398400,2014-01-11
543,222,1106,"[0, 0]",2411,5.0,4309,1361059200,2013-02-17
742,222,1141,"[1, 1]",2580,5.0,5563,1371772800,2013-06-21
1205,222,1144,"[0, 0]",579,4.0,8404,1363219200,2013-03-14
1321,223,167,"[31, 33]",5518,4.0,2690,1292976000,2010-12-22
620,223,413,"[3, 4]",9753,5.0,8194,1326240000,2012-01-11
591,223,1283,"[1, 1]",4208,5.0,4014,1341619200,2012-07-07
64,223,569,"[1, 1]",2856,5.0,1106,1365811200,2013-04-13
1078,223,880,"[4, 5]",1612,5.0,6712,1313798400,2011-08-20
419,223,927,"[0, 0]",1768,5.0,4015,1369958400,2013-05-31
1273,223,912,"[3, 3]",9527,5.0,800,1345161600,2012-08-17
1214,223,1011,"[0, 0]",3633,3.0,4275,1362614400,2013-03-07
633,224,27,"[0, 0]",6587,5.0,4252,1404777600,2014-07-08
25,224,56,"[0, 0]",6490,5.0,6352,1388707200,2014-01-03
1395,224,104,"[2, 2]",1470,5.0,5550,1314230400,2011-08-25
1041,224,85,"[0, 0]",9247,5.0,4071,1359158400,2013-01-26
417,224,145,"[0, 0]",1789,5.0,6043,1364860800,2013-04-02
76,224,187,"[0, 0]",428,3.0,6055,1371772800,2013-06-21
195,224,207,"[0, 0]",9585,4.0,8137,1398038400,2014-04-21
1344,224,236,"[0, 0]",5017,5.0,1526,1363305600,2013-03-15
218,224,296,"[0, 0]",1364,4.0,5910,1401753600,2014-06-03
113,224,364,"[0, 0]",4278,5.0,79,1312243200,2011-08-02
891,224,432,"[0, 0]",6157,5.0,5572,1368921600,2013-05-19
320,224,469,"[0, 0]",7900,4.0,3542,1367884800,2013-05-07
1045,224,600,"[0, 0]",7957,4.0,2059,1388448000,2013-12-31
18,224,607,"[7, 8]",3627,4.0,3129,1275134400,2010-04-10
149,224,644,"[0, 0]",8807,5.0,2940,1375920000,2013-08-08
215,224,774,"[2, 2]",3993,5.0,3204,1325030400,2011-12-28
208,224,841,"[1, 2]",5738,2.0,959,1311811200,2011-07-28
92,224,950,"[0, 0]",890,5.0,6294,1379376000,2013-09-17
497,224,985,"[93, 93]",2079,5.0,3986,1275134400,2010-03-26
1182,224,1030,"[1, 1]",8920,5.0,3734,1355184000,2012-12-11
959,224,1037,"[0, 0]",3313,5.0,7327,1400457600,2014-05-19
1179,224,1090,"[0, 0]",9371,4.0,7491,1370044800,2013-06-01
689,224,1130,"[0, 3]",5960,5.0,1417,1275134400,2009-09-22
1061,224,1171,"[0, 0]",2083,4.0,7004,1371340800,2013-06-16
995,225,2,"[0, 0]",7477,4.0,5949,1400630400,2014-05-21
349,225,58,"[0, 0]",4858,4.0,8181,1369440000,2013-05-25
1035,225,80,"[0, 0]",3868,5.0,4655,1363564800,2013-03-18
